;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
3981;femenino;industria;fabrica de ;belen;3;16.0;2/06/2017;7377000;microempresarial
3982;masculino;comercio;tienda naturista;prado;03;10.0;22/05/2018;5000000;microempresarial
3983;femenino;comercio;variedades;robledo;2;7.0;29/02/2016;4000000;microempresarial
3984;FEMENINO;industria;fabrica de ;belen;3;16.0;23/03/2017;4000000;Microempresarial
3985;masculino;comercio;fabrica de calzado;enciso;03;8.0;2017/02/10;7377000;microempresarial
3986;femenino;servicio;legumbreria;laureles;3;11.0;13/09/2016;6890000;microempresarial
3987;femenino;comercio;variedades;san javier no.1;2;13.0;17/04/2018;$ 6,000,000.00;microempresarial
3988;masculino;comercio;peluqueria;cabecera san cristobal;3;60.0;9/04/2018;4000000;microempresarial
3989;Femenino;comercio;tienda;robledo;2;7.0;17/02/2017;7377000;microempresarial
3990;femenino;comercio;fabrica de ;pedregal;3;6.0;23/05/2017;4300000;microempresarial
3991;masculino;comercio;almacen de ropa en ;cabecera san antonio ;3;80.0;15/11/2017;3000000;microempresarial
3992;masculino;comercio;publicidad y ;san jose de la cima no. ;2;3.0;9/03/2017;237976;microempresarial
3993;masculino;industria;fabrica de ;picacho;1;6.0;15/08/2017;7000000;microempresarial
3994;femenino;comercio;tienda;manrique central no. 1;2;4.0;12/04/2018;300000;microempresarial
3995;femenino;industria;fabrica de ;20 de julio;2;13.0;3/05/2018;7800000;microempresarial
3996;femenino;comercio;venta de lacteos;campo valdes no. 1;2;4.0;22/04/2019;3000000;microempresarial
3997;masculino;industria;fabrica de ;juan pablo ii;02;9.0;18/03/2019;8000000;microempresarial
3998;femenino;servicio;comidas rapidas;aranjuez;2;4.0;26/05/2017;7300000;microempresarial
3999;femenino;comercio;variedades;doce de octubre no.1;2;6.0;15/04/2016;6890000;microempresarial
4000;femenino;comercio;almacen de ropa en ;buenos aires;2;9.0;26/01/2017;7300000;microempresarial
4001;femenino;servicio;peluqueria;manrique oriental;1;3.0;22/06/2016;$ 6,000,000.00;microempresarial
4002;FEMENINO;industria;fabrica de ;belencito;2;13.0;25/10/2018;6000000;microempresarial
4003;femenino;comercio;venta de calzado;popular;1;1.0;2017/03/30;4000000;microempresarial
4004;femenino;comercio;fabrica de ;santo domingo savio ;1;1.0;27/05/2016;6890000;microempresarial
4005;femenino;servicio;carpinteria;santa cruz;2;2.0;20/06/2017;4000000;microempresarial
4006;femenino;servicio;variedades;la aguacatala;01;14.0;2017/02/2;7000000;Microempresarial
4007;femenino;industria;fabrica-de-;santa cruz;2;2.0;20/10/2017;$ 4,500,000.00;microempresarial
4008;femenino;servicio;peluqueria;;1;4.0;5/02/2018;7000000;microempresarial
4009;femenino;servicio;almacen de ropa en ;belen;3;16.0;15/03/2017;7300000;microempresarial
4010;masculino;servicio;montallantas;manrique oriental;3;3.0;22/03/2019;7000000;microempresarial
4011;FEMENINO;servicio;peluqueria;manrique central no. 2;01;3.0;10/05/2019;4000000;microempresarial
4012;masculino;comercio;tienda;playon de los ;2;2.0;28/09/2016;6890000;microempresarial
4013;femenino;comercio;almacen_de_ropa_en_;manrique central no. 1;3;4.0;22/12/2017;7300000;microempresarial
4014;femenino;comercio;pañalera;popular;2;1.0;25/09/2017;2500000;microempresarial
4015;masculino;comercio;variedades;manrique-central-no.-2;1;3.0;7/06/2016;6890000;microempresarial
4016;femenino;comercio;tienda;santo domingo savio ;1;1.0;5/06/2018;4000000;microempresarial
4017;MASCULINO;COMERCIO;tienda;belen;2;16.0;2019/02/27;8281000;microempresarial
4018;masculino;industria;fabrica de ;robledo;1;7.0;17/05/2018;3500000;microempresarial
4019;masculino;COMERCIO;tienda;trinidad;3;15.0;17/05/2019;6000000;microempresarial
4020;masculino;servicio;variedades;popular;2;1.0;29/05/2018;6000000;microempresarial
4021;femenino;industria;fabrica de ;alfonso lopez;3;5.0;2016/12/1;43435244;microempresarial
4022;femenino;servicio;variedades;la sierra;01;8.0;20/11/2017;4400000;microempresarial
4023;masculino;comercio;tienda;AGUAS FRIAS;2;70.0;28/11/2018;7800000;microempresarial
4024;masculino;servicio;tienda;villatina;2;8.0;2/08/2017;1000000;microempresarial
4025;femenino;comercio;panaderia;ocho de marzo;1;9.0;1/06/2017;7000000;microempresarial
4026;femenino;comercio;tienda;cabecera san cristobal;2;60.0;20/03/2019;8000000;microempresarial
4027;femenino;comercio;comidas rapidas;manrique_central_no._2;3;3.0;10/04/2018;4000000;microempresarial
4028;femenino;comercio;distribuidora de ;castilla;3;5.0;13/06/2019;3000000;microempresarial
4029;femenino;servicio;restaurante;;1;60.0;25/04/2018;7800000;MICROEMPRESARIAL
4030;masculino;comercio;barberia;robledo;2;7.0;18/01/2019;8281000;microempresarial
4031;femenino;servicio;peluqueria;cabecera san cristobal;1;60.0;7/06/2017;$ 4,000,000.00;microempresarial
4032;masculino;comercio;fabrica de muebles;cabecera san cristobal;3;60.0;19/06/2018;4000000;microempresarial
4033;femenino;COMERCIO;variedades;popular;1;1.0;19/11/2018;3500000;microempresarial
4034;femenino;servicio;barberia;olaya herrera;1;7.0;5/02/2018;6000000;microempresarial
4035;masculino;industria;fabrica de ;san javier no.1;1;13.0;24/04/2018;7000000;microempresarial
4036;femenino;comercio;almacen de ropa en ;kennedy;2;7.0;13/02/2019;5000000;microempresarial
4037;femenino;comercio;variedades;robledo;3;7.0;22/08/2018;4500000;microempresarial
4038;femenino;comercio;venta de lacteos;doce de octubre no.1;2;6.0;11/11/2016;6300000;microempresarial
4039;masculino;comercio;variedades;enciso;2;8.0;25/04/2019;8000000;microempresarial
4040;femenino;comercio;variedades;playon de los ;2;2.0;11/10/2018;6000000;microempresarial
4041;femenino;servicio;peluqueria;santo-domingo-savio-;2;1.0;7/02/2017;7300000;Microempresarial
4042;masculino;industria;fabrica de ;buenos aires;2;9.0;8/05/2018;7000000;microempresarial
4043;femenino;industria;fabrica de ;buenos aires;2;9.0;11/02/2019;1600000;microempresarial
4044;femenino;comercio;criadero de animales ;belen;3;16.0;24/10/2017;7300000;microempresarial
4045;femenino;servicio;peluqueria;moravia;2;4.0;12/04/2016;6890000;microempresarial
4046;masculino;Comercio;Venta De Calzado;PEDREGAL;3;6.0;21/06/2016;3500000;microempresarial
4047;femenino;servicio;comidas rapidas;cabecera san antonio ;2;80.0;16/06/2016;3000000;microempresarial
4048;masculino;industria;tienda;la florida;2;80.0;27/06/2018;6800000;microempresarial
4049;femenino;servicio;miscelanea;boston;2;10.0;5/06/2019;7000000;microempresarial
4050;masculino;COMERCIO;almacen de ropa en ;belen;3;16.0;18/06/2019;8000000;microempresarial
4051;femenino;servicio;sembrados;boyaca;3;5.0;21/02/2017;$ 22,000,000.00;juridica y cap.semilla
4052;masculino;comercio;comidas rapidas;santa cruz;2;2.0;9/03/2017;7377000;microempresarial
4053;femenino;comercio;almacen de ropa en ;playon de los ;2;2.0;31/01/2017;7370000;microempresarial
4054;femenino;comercio;variedades;la sierra;1;8.0;5/06/2019;8000000;microempresarial
4055;masculino;servicio;variedades;manrique central no. 1;2;4.0;9/03/2018;7000000;microempresarial
4056;masculino;comercio;venta de calzado;aranjuez;3;4.0;21/10/2016;4000000;microempresarial
4057;masculino;servicio;recreativo-educativo;castilla;3;5.0;24/05/2016;6400000;microempresarial
4058;masculino;servicio;tienda;villa hermosa;3;8.0;22/04/2019;8281000;microempresarial
4059;masculino;industria;fabrica de ;aranjuez;2;4.0;19/12/2016;6890000;microempresarial
4060;femenino;servicio;peluqueria;manrique central no. 1;2;4.0;23/11/2017;5000000;microempresarial
4061;femenino;comercio;variedades;belen;2;16.0;21/03/2019;3000000;microempresarial
4062;femenino;industria;fabrica de ;gerona;3;9.0;24/01/2017;7377000;microempresarial
4063;masculino;comercio;tienda;cabecera san cristobal;1;60.0;8/04/2016;6000000;microempresarial
4064;femenino;comercio;variedades;barrio caicedo;2;9.0;16/05/2017;2000000;microempresarial
4065;masculino;comercio;comidas rapidas;santa cruz;2;2.0;10/05/2018;7800000;microempresarial
4066;masculino;comercio;tienda;alfonso lopez;3;5.0;13/05/2019;8000000;microempresarial
4067;femenino;comercio;variedades;manrique oriental;2;3.0;23/03/2018;4000000;microempresarial
4068;femenino;comercio;tienda;manrique central no. 1;3;4.0;18/07/2017;7377000;microempresarial
4069;femenino;comercio;almacen de ropa en ;san pablo;1;1.0;21/02/2018;3000000;microempresarial
4070;femenino;comercio;comidas rapidas;la avanzada;01;1.0;31/10/2018;1000000;microempresarial
4071;femenino;comercio;tienda;Cabecera San Cristobal;1;60.0;14/09/2018;3000000;microempresarial
4072;femenino;servicio;restaurante;san javier no.1;3;13.0;22/03/2017;7370000;microempresarial
4073;femenino;servicio;tienda;sucre;1;8.0;27/07/2016;6000000;microempresarial
4074;femenino;comercio;granero;hector abad gomez;2;5.0;2019/04/5;4000000;microempresarial
4075;femenino;comercio;comidas rapidas;aranjuez;3;4.0;9/07/2018;7800000;microempresarial
4076;masculino;industria;Fabrica De Calzado;eduardo santos;2;10.0;10/04/2019;8200000;microempresarial
4077;masculino;comercio;tienda;castilla;3;5.0;14/02/2018;7800000;microempresarial
4078;femenino;industria;FABRICA DE ;san javier no.1;1;13.0;13/07/2017;6000000;microempresarial
4079;femenino;servicio;peluqueria;robledo;3;7.0;26/05/2017;6000000;microempresarial
4080;femenino;servicio;ebanistaria;belen;3;16.0;9/05/2018;8250000;microempresarial
4081;masculino;comercio;miscelanea;castilla;3;5.0;8/09/2016;6890000;microempresarial
4082;masculino;SERVICIO;variedades;san javier no.1;2;13.0;30/05/2018;7800000;microempresarial
4083;femenino;comercio;papeleria;rosales;2;16.0;9/05/2017;7370000;microempresarial
4084;masculino;comercio;variedades;las palmas;2;10.0;17/11/2017;4000000;microempresarial
4085;masculino;comercio;variedades;villa hermosa;03;8.0;15/09/2016;4000000;microempresarial
4086;masculino;comercio;charcuteria;manrique central no. 2;1;3.0;28/12/2017;7000000;microempresarial
4087;femenino;industria;fabrica de ;buenos aires;2;9.0;2016/02/4;2500000;microempresarial
4088;masculino;industria;fabrica de ;la floresta;3;12.0;17/06/2016;6890000;microempresarial
4089;femenino;comercio;tienda;santo domingo savio ;1;1.0;4/12/2018;3000000;microempresarial
4090;FEMENINO;;variedades;san javier no.2;3;13.0;26/09/2016;5000000;Microempresarial
4091;femenino;comercio;almacen de ropa en ;belen;3;16.0;26/09/2016;6890000;microempresarial
4092;femenino;comercio;venta de repuestos;campo valdes no. 1;3;4.0;20/02/2016;6890000;microempresarial
4093;masculino;comercio;mantenimiento en ;doce de octubre no.1;2;6.0;18/10/2017;7370000;microempresarial
4094;femenino;comercio;distribuidora de ;florencia;3;5.0;12/08/2016;6890000;microempresarial
4095;masculino;servicio;comidas rapidas;manrique central no. 1;3;4.0;22/05/2019;8000000;microempresarial
4096;masculino;servicio;mantenimiento en ;picachito;1;6.0;7/05/2018;7000000;microempresarial
4097;femenino;comercio;miscelanea;santa cruz;2;4.0;8/02/2019;8281000;microempresarial
4098;masculino;comercio;almacen de ropa en ;santa lucia;3;12.0;2017/10/12;7377170;microempresarial
4099;femenino;servicio;comidas rapidas;robledo;2;7.0;9/03/2018;2000000;microempresarial
4100;masculino;comercio;servicios ;pedregal;3;6.0;6/07/2018;2000000;microempresarial
4101;masculino;comercio;variedades;enciso;3;8.0;20/03/2018;1000000;microempresarial
4102;femenino;industria;comidas rapidas;moravia;2;4.0;2017/02/24;7377000;microempresarial
4103;masculino;servicio;VARIEDADES;santa rosa de lima;3;13.0;10/09/2018;1000000;microempresarial
4104;femenino;;recreativo-educativo;Aranjuez;2;4.0;10/11/2017;1405000;microempresarial
4105;masculino;comercio;cafeteria;santa teresita;2;12.0;4/05/2018;3500000;microempresarial
4106;femenino;servicio;taller de mecanica;enciso;1;8.0;22/06/2018;6000000;microempresarial
4107;femenino;industria;fabrica de ;robledo;2;7.0;9/03/2018;600000;microempresarial
4108;femenino;comercio;fabrica de alimentos;robledo;2;7.0;18/10/2016;4000000;microempresarial
4109;masculino;comercio;cerrajeria;juan xxiii la quiebra;1;13.0;22/05/2019;8000000;microempresarial
4110;masculino;comercio;papeleria;robledo;1;7.0;19/01/2018;7000000;microempresarial
4111;femenino;comercio;variedades;villatina;1;8.0;14/03/2016;2500000;microempresarial
4112;masculino;industria;fabrica de ;manrique central no. 2;1;3.0;17/03/2016;6000000;microempresarial
4113;femenino;servicio;fabrica de ;POPULAR;1;1.0;19/10/2016;5000000;microempresarial
4114;femenino;comercio;distribuidora de ;prado;3;10.0;13/02/2017;7300000;microempresarial
4115;femenino;comercio;montallantas;playon de los ;1;2.0;27/11/2018;7800000;microempresarial
4116;femenino;comercio;tienda;cabecera san cristobal;1;60.0;20/09/2018;7800000;microempresarial
4117;femenino;industria;fabrica de ;picacho;2;6.0;2/11/2017;7000000;microempresarial
4118;masculino;comercio;variedades;castilla;3;5.0;22/02/2018;5000000;microempresarial
4119;femenino;servicio;tienda;santa cruz;2;2.0;23/03/2018;7000000;microempresarial
4120;femenino;comercio;almacen_de_ropa_en_;CASTILLA;3;5.0;13/09/2017;7370000;microempresarial
4121;masculino;servicio;restaurante;olaya herrera;1;7.0;2017/09/29;7377000;microempresarial
4122;masculino;servicio;comidas rapidas;aranjuez;2;4.0;19/09/2017;7300000;microempresarial
4123;femenino;industria;lenceria para el ;cabecera san antonio ;3;80.0;1/12/2016;6800000;microempresarial
4124;masculino;agropecuaria;comidas rapidas;barrio_caicedo;2;9.0;6/09/2017;7300000;microempresarial
4125;femenino;comercio;almacen de ropa en ;cabecera san cristobal;3;60.0;13/09/2017;7300000;microempresarial
4126;masculino;comercio;papeleria;campo valdes no. 1;2;4.0;29/04/2016;3000000;microempresarial
4127;femenino;servicio;peluqueria;vrda. san cristobal ;1;60.0;1/02/2016;2500000;microempresarial
4128;femenino;industria;fabrica de ;manrique central no. 1;3;4.0;2/11/2017;7300000;microempresarial
4129;femenino;industria;fabrica de calzado;santo domingo savio ;1;16.0;25/10/2018;5000000;microempresarial
4130;masculino;industria;Fabrica De Ceramica;villa del socorro;2;2.0;5/10/2016;5000000;microempresarial
4131;femenino;comercio;legumbreria;santo domingo savio ;1;1.0;29/05/2018;4000000;microempresarial
4132;femenino;agropecuaria;criadero de animales ;santo domingo savio ;1;1.0;28/06/2017;6000000;microempresarial
4133;masculino;comercio;variedades;prado;3;10.0;5/02/2018;3000000;microempresarial
4134;masculino;comercio;comidas_rapidas;buenos aires;2;9.0;13/07/2017;2000000;microempresarial
4135;femenino;comercio;variedades;cabecera san antonio ;3;80.0;2017/11/27;7300000;microempresarial
4136;femenino;comercio;miscelanea;manrique central no. 2;2;3.0;25/01/2019;7000000;microempresarial
4137;femenino;comercio;variedades;boston;2;10.0;15/08/2017;7370000;microempresarial
4138;masculino;servicio;barberia;manrique central no. 2;2;3.0;17/07/2017;$ 7,370,000.00;microempresarial
4139;femenino;servicio;peluqueria;buenos aires;3;9.0;6/04/2018;7800000;microempresarial
4140;femenino;industria;fabrica de ;popular;1;1.0;2017/11/23;7300000;microempresarial
4141;masculino;comercio;tienda;andalucia;2;2.0;25/04/2017;7370000;MICROEMPRESARIAL
4142;femenino;comercio;variedades;villatina;1;8.0;12/06/2018;2500000;microempresarial
4143;femenino;servicio;mantenimiento en ;popular;2;1.0;20/12/2016;6800000;microempresarial
4144;masculino;industria;fabrica de ;juan pablo ii;2;9.0;18/03/2019;8000000;microempresarial
4145;masculino;servicio;cafe e internet;doce_de_octubre_no.1;2;6.0;31/10/2018;3750000;microempresarial
4146;FEMENINO;comercio;comidas rapidas;belen;3;16.0;2018/05/25;5000000;microempresarial
4147;femenino;servicio;publicidad y ;la milagrosa;3;9.0;10/07/2018;3000000;microempresarial
4148;masculino;industria;fabrica de ceramica;POPULAR;1;1.0;22/05/2018;7812000;microempresarial
4149;femenino;industria;fabrica de ;andalucia;2;2.0;2018/07/6;5000000;microempresarial
4150;femenino;servicio;mantenimiento en ;campo valdes no. 1;3;4.0;2/11/2018;5000000;microempresarial
4151;Femenino;comercio;comidas rapidas;la floresta;3;12.0;6/05/2019;7500000;microempresarial
4152;femenino;servicio;peluqueria;la_milagrosa;3;9.0;9/03/2017;$ 7,377,000.00;microempresarial
4153;femenino;comercio;fabrica de calzado;buenos aires;3;9.0;12/09/2018;7800000;microempresarial
4154;femenino;comercio;almacen de ropa en ;tricentenario;3;5.0;1/02/2017;7377000;microempresarial
4155;masculino;servicio;barberia;picachito;1;6.0;3/03/2017;$ 7,000,000.00;microempresarial
4156;femenino;servicio;peluqueria;manrique central no. 2;2;3.0;25/05/2018;7800000;microempresarial
4157;masculino;comercio;tienda;buenos aires;3;9.0;12/10/2016;5000000;microempresarial
4158;femenino;comercio;variedades;ROBLEDO;2;7.0;6/03/2018;3400000;microempresarial
4159;femenino;comercio;almacen de ropa en ;san javier no.1;1;13.0;9/10/2017;4000000;microempresarial
4160;masculino;comercio;variedades;barrio caicedo;2;9.0;6/10/2017;6000000;microempresarial
4161;masculino;comercio;comidas rapidas;san javier no.1;1;13.0;31/10/2018;7800000;microempresarial
4162;masculino;comercio;variedades;campo valdes no. 1;2;4.0;23/02/2016;2000000;microempresarial
4163;femenino;servicio;tienda;calasanz;3;13.0;2018/07/16;7800000;microempresarial
4164;MASCULINO;comercio;tienda;san javier no.1;1;13.0;6/12/2018;5000000;microempresarial
4165;masculino;comercio;variedades;aranjuez;3;4.0;11/03/2016;6890000;microempresarial
4166;masculino;industria;fabrica de ;buenos aires;2;9.0;14/08/2018;7800000;microempresarial
4167;femenino;industria;fabrica de ;moravia;2;4.0;26/12/2017;5000000;microempresarial
4168;masculino;servicio;recreativo-educativo;belen;3;16.0;6/12/2017;7300000;microempresarial
4169;masculino;comercio;granero;SAN JAVIER NO.1;2;13.0;25/06/2019;$ 8,280,000.00;microempresarial
4170;femenino;industria;fabrica de ;;3;60.0;29/05/2019;8281000;microempresarial
4171;femenino;comercio;VARIEDADES;belen;3;16.0;12/10/2016;5000000;microempresarial
4172;femenino;comercio;comidas rapidas;castilla;2;5.0;2018/03/16;2000000;microempresarial
4173;masculino;comercio;peluqueria;cabecera san cristobal;2;60.0;17/01/2018;7500000;microempresarial
4174;femenino;servicio;barberia;picachito;1;6.0;23/02/2017;7377000;microempresarial
4175;femenino;comercio;tienda;el salvador;2;9.0;23/10/2017;5000000;microempresarial
4176;femenino;comercio;tienda;manrique oriental;2;3.0;3/04/2018;7800000;microempresarial
4177;masculino;servicio;mantenimiento en ;la milagrosa;3;9.0;5/03/2019;8000000;microempresarial
4178;femenino;servicio;peluqueria;moravia;2;4.0;2018/03/2;3000000;microempresarial
4179;femenino;servicio;publicidad y ;robledo;2;7.0;1/09/2017;7377000;microempresarial
4180;femenino;comercio;cafeteria;manrique oriental;1;3.0;7/05/2018;3000000;microempresarial
4181;femenino;comercio;tienda;la floresta;2;12.0;11/04/2016;4136000;microempresarial
4182;femenino;industria;fabrica de calzado;robledo;2;7.0;21/11/2017;6000000;microempresarial
4183;femenino;servicio;variedades;barrio colombia;3;14.0;23/02/2017;7370000;microempresarial
4184;femenino;industria;fabrica de ;manrique central no. 1;1;4.0;16/06/2017;63000000;microempresarial
4185;femenino;industria;fabrica de ;buenos aires;02;9.0;8/03/2017;7000000;microempresarial
4186;masculino;comercio;variedades;SANTO DOMINGO SAVIO ;2;1.0;14/07/2017;7000000;microempresarial
4187;femenino;comercio;legumbreria;picacho;1;6.0;20/09/2017;7377000;microempresarial
4188;femenino;industria;fabrica de arepas;campo valdes no. 1;3;4.0;24/01/2018;7300000;microempresarial
4189;masculino;comercio;tienda;robledo;1;7.0;12/09/2016;6894000;microempresarial
4190;masculino;comercio;tienda;campo valdes no. 1;2;4.0;19/02/2019;7800000;microempresarial
4191;femenino;comercio;legumbreria;girardot;3;5.0;3/08/2018;7800000;microempresarial
4192;femenino;industria;fabrica de muebles;altavista;2;16.0;13/12/2018;7800000;microempresarial
4193;masculino;servicio;MANTENIMIENTO EN ;buenos aires;3;9.0;29/09/2016;5000000;Microempresarial
4194;femenino;servicio;comidas rapidas;manrique central no. 2;2;3.0;22/08/2016;3000000;microempresarial
4195;femenino;comercio;variedades;san javier no.1;1;13.0;20/09/2017;2000000;microempresarial
4196;femenino;servicio;Publicidad Y ;el socorro;1;13.0;28/12/2018;6000000;microempresarial
4197;masculino;servicio;productos de belleza;alfonso lopez;02;5.0;24/05/2018;7000000;microempresarial
4198;femenino;servicio;peluqueria;belen;2;9.0;26/05/2017;60000000;microempresarial
4199;femenino;comercio;comidas rapidas;llanaditas;1;8.0;23/03/2017;5000000;microempresarial
4200;femenino;servicio;peluqueria;cabecera san antonio ;2;80.0;16/07/2018;7800000;microempresarial
4201;femenino;comercio;tienda;manrique central no. 2;3;3.0;4/08/2017;7000000;microempresarial
4202;femenino;industria;fabrica de ;doce de octubre no.1;1;6.0;10/05/2017;5000000;microempresarial
4203;masculino;industria;bares;Florencia;3;5.0;28/02/2018;19000000;empresarial ed. 
4204;femenino;comercio;variedades;la floresta;3;12.0;2/03/2016;4500000;microempresarial
4205;masculino;servicio;barberia;san jose de la cima no. ;1;3.0;16/02/2018;6200000;microempresarial
4206;femenino;servicio;restaurante;robledo;2;7.0;25/04/2019;6000000;microempresarial
4207;femenino;industria;fabrica de ;san javier no.1;1;13.0;4/05/2017;7000000;microempresarial
4208;femenino;comercio;variedades;granizal;2;1.0;10/09/2018;1500000;microempresarial
4209;femenino;servicio;mantenimiento en ;popular;02;1.0;20/12/2016;6800000;microempresarial
4210;femenino;industria;Fabrica De ;jardin botanico;1;4.0;31/05/2018;5000000;microempresarial
4211;femenino;comercio;panaderia;bombona no. 1;3;10.0;30/09/2016;6800000;microempresarial
4212;masculino;comercio;tienda;santo domingo savio ;1;1.0;2018/12/5;6000000;microempresarial
4213;masculino;servicio;variedades;;2;7.0;29/09/2016;5000000;microempresarial
4214;masculino;servicio;taller de mecanica;cabecera san cristobal;2;60.0;22/05/2019;8000000;microempresarial
4215;femenino;comercio;variedades;antonio nariño;3;13.0;4/05/2018;780000;microempresarial
4216;femenino;industria;fabrica de ;belalcazar;2;5.0;1/11/2016;6890000;microempresarial
4217;femenino;agropecuaria;criadero de animales ;manrique-central-no.-2;1;3.0;19/07/2018;7812000;microempresarial
4218;femenino;comercio;variedades;robledo;2;7.0;29/03/2017;3000000;microempresarial
4219;femenino;comercio;comidas rapidas;Buenos Aires;1;9.0;24/05/2019;8200000;MICROEMPRESARIAL
4220;masculino;servicio;recreativo-educativo;santa cruz;3;2.0;14/02/2018;7800000;microempresarial
4221;femenino;comercio;variedades;popular;2;1.0;19/01/2016;5000000;microempresarial
4222;femenino;servicio;peluqueria;el salvador;3;9.0;15/06/2018;7000000;microempresarial
4223;masculino;comercio;CAFE E INTERNET;enciso;2;8.0;23/05/2017;7000000;microempresarial
4224;femenino;comercio;variedades;san_javier_no.1;3;13.0;22/02/2017;6890000;microempresarial
4225;femenino;industria;fabrica de ;LORETO;2;9.0;2/05/2018;3000000;microempresarial
4226;femenino;comercio;papeleria;Castilla;3;5.0;30/01/2019;4000000;microempresarial
4227;femenino;COMERCIO;fabrica_de_;bello horizonte;1;7.0;2017/02/23;4000000;microempresarial
4228;femenino;comercio;distribuidora de ;aranjuez;3;4.0;30/06/2017;7300000;microempresarial
4229;femenino;comercio;CERRAJERIA;robledo;2;7.0;18/09/2017;5800000;microempresarial
4230;masculino;AGROPECUARIA;criadero de animales ;cabecera san cristobal;2;60.0;20/11/2017;$ 14,000,000.00;microempresarial
4231;masculino;industria;fabrica-de-;florencia;3;5.0;13/09/2017;4000000;microempresarial
4232;FEMENINO;comercio;tienda;popular;1;9.0;25/08/2017;3150000;microempresarial
4233;femenino;industria;fabrica de ;belen;2;16.0;8/08/2018;7800000;microempresarial
4234;femenino;comercio;variedades;manrique central no. 1;2;4.0;7/11/2017;7377000;microempresarial
4235;femenino;industria;fabrica de ;robledo;1;7.0;2018/04/27;7000000;microempresarial
4236;masculino;servicio;organización y ;belen;3;16.0;2016/07/14;68900000;microempresarial
4237;femenino;industria;carpinteria;aranjuez;2;4.0;15/05/2018;7800000;microempresarial
4238;femenino;comercio;Tienda;altavista;2;16.0;23/01/2018;4000000;microempresarial
4239;femenino;industria;fabrica de ;sucre;3;8.0;12/07/2018;5000000;microempresarial
4240;femenino;comercio;tienda naturista;campo valdes no. 1;3;4.0;28/05/2018;7800000;microempresarial
4241;masculino;comercio;tienda;lopez de mesa;3;7.0;24/07/2018;1500000;microempresarial
4242;masculino;comercio;tienda;guayabal;2;15.0;5/09/2018;7800000;microempresarial
4243;femenino;comercio;almacen de ropa en ;boston;3;10.0;15/08/2017;7370000;microempresarial
4244;masculino;servicio;recreativo-educativo;guayabal;3;15.0;2016/10/28;2000000;microempresarial
4245;femenino;comercio;almacen-de-ropa-en-;manrique oriental;2;3.0;19/07/2017;6000000;microempresarial
4246;masculino;servicio;peluqueria;san pablo;2;1.0;12/01/2018;7800000;microempresarial
4247;masculino;servicio;taller de electronica;lopez de mesa;3;7.0;16/11/2018;3000000;microempresarial
4248;femenino;servicio;lavanderia;cabecera san cristobal;1;60.0;7/03/2017;4000000;microempresarial
4249;femenino;comercio;fabrica de helados;santo domingo savio ;2;1.0;7/03/2017;7377000;microempresarial
4250;femenino;comercio;comidas rapidas;santander;2;6.0;30/10/2018;7800000;Microempresarial
4251;femenino;comercio;variedades;san javier no.1;3;13.0;5/07/2016;6000000;microempresarial
4252;femenino;industria;fabrica-de-;belen;3;16.0;3/09/2018;5500000;microempresarial
4253;masculino;industria;fabrica_de_calzado;granizal;3;1.0;7/04/2017;5000000;microempresarial
4254;femenino;COMERCIO;variedades;la floresta;3;12.0;2016/10/11;6890000;microempresarial
4255;femenino;servicio;fumigacion;enciso;1;8.0;28/11/2016;6890000;microempresarial
4256;masculino;comercio;fabrica-de-muebles;robledo;2;7.0;20/09/2017;7370000;microempresarial
4257;Masculino;servicio;restaurante;;3;12.0;15/01/2019;$ 4,000,000.00;microempresarial
4258;femenino;comercio;gimnasio;popular;2;1.0;18/04/2017;$ 2,000,000.00;microempresarial
4259;femenino;industria;fabrica de ;aures no. 2;2;7.0;22/05/2017;1500000;microempresarial
4260;masculino;Servicio;peluqueria;belen;2;16.0;27/02/2017;5000000;microempresarial
4261;masculino;servicio;organización-y-;cabecera san antonio ;2;80.0;5/05/2016;19000000;juridica y cap.semilla
4262;Masculino;comercio;comidas rapidas;san javier no.1;2;13.0;20/01/2016;6800000;microempresarial
4263;femenino;comercio;productos de belleza;picachito;1;6.0;18/03/2019;8200000;microempresarial
4264;femenino;comercio;taller de mecanica;PICACHO;1;6.0;29/03/2017;6000000;microempresarial
4265;femenino;industria;fabrica de ;campo valdes no. 1;3;4.0;11/04/2016;6600000;microempresarial
4266;masculino;SERVICIO;Mantenimiento En ;enciso;1;8.0;13/12/2018;5000000;microempresarial
4267;masculino;industria;fabrica de ;manrique central no. 2;3;3.0;3/11/2017;5000000;microempresarial
4268;femenino;comercio;peluqueria;robledo;2;7.0;11/05/2017;7377000;microempresarial
4269;femenino;servicio;variedades;andalucia;2;2.0;20/04/2017;6000000;microempresarial
4270;femenino;servicio;productos de belleza;trinidad;3;15.0;21/11/2017;27000000;empresarial ed. 
4271;masculino;comercio;reciclaje;san javier no.1;1;13.0;31/10/2018;7800000;microempresarial
4272;masculino;servicio;cafe e internet;aguas frias;1;70.0;30/08/2017;$ 7.00;microempresarial
4273;femenino;comercio;tienda;manrique oriental;2;3.0;14/10/2016;6890000;microempresarial
4274;Femenino;comercio;variedades;robledo;2;7.0;2017/03/28;7377000;microempresarial
4275;masculino;comercio;tienda;villatina;1;9.0;28/05/2018;7800000;microempresarial
